"Product ID","Title","Tags","Matched Keywords","Matched Licensors","Winning Licensor","Winning Score","Reason"
"249286129","Vandal Friday ""Ramones"" Dolman","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"249297445","Top Gun Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"254913657","All Good Things Muscle Tank","ALL, campaign_past_campaign, General, past_campaign_temp","","","Various","0","No matching keywords found"
"256995337","Theta Loving Tank","campaign_past_campaign, past_campaign_temp","THETA","Kappa Alpha Theta","Kappa Alpha Theta","80","Highest score match"
"257350233","Marilyn Crewneck Sweatshirt - Black","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"257351849","Marilyn Crewneck Sweatshirt - Red","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"258380169","Phi Ball Triblend Racerback","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"258418933","Greek Week Racerback Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"258420721","Greek Week Bro Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"262047865","Phi Ball Bro Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"262316797","Spring Break FOREVER Tank","campaign_past_campaign, General, past_campaign_temp","","","Various","0","No matching keywords found"
"264945949","Amherst Greek Week Jerseys","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"265324009","Phiesta Fanny Pack","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"266461401","Coachella Flowy Muscle Tank","ALL, campaign_past_campaign, General, past_campaign_temp","","","Various","0","No matching keywords found"
"266515265","Coachella Phone Case","ALL, campaign_past_campaign, General, past_campaign_temp","","","Various","0","No matching keywords found"
"268816545","Anchorbowl AA Unisex Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"272783369","Anchorbowl Crop Tank II","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"278105421","Stagecoach Flowy Muscle Tank","campaign_past_campaign, General, past_campaign_temp","","","Various","0","No matching keywords found"
"278211461","Coachella Flowy Muscle Tank","ALL, General, Instagram, RTS","","","Various","0","No matching keywords found"
"279732113","Coachella Crop","ALL, General, instagram, RTS","","","Various","0","No matching keywords found"
"280658769","DX - Vegas Formal Pocket Tee","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"280660541","DX - Vegas Formal Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"280833213","Stay Vertical American Apparel Unisex Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"280838221","Stay Vertical Bro Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"281532985","ALPHA PHI War of the Roses Tank","campaign_past_campaign, past_campaign_temp","Alpha Phi","Alpha Phi","Alpha Phi","100","Highest score match"
"281535533","ALPHA DELTA PI War of the Roses Tank","campaign_past_campaign, past_campaign_temp","Alpha Delta Pi","Alpha Delta Pi","Alpha Delta Pi","100","Highest score match"
"281538325","SIGMA KAPPA War of the Roses Tank","campaign_past_campaign, past_campaign_temp","Sigma Kappa","Sigma Kappa","Sigma Kappa","100","Highest score match"
"281539009","ALPHA GAMMA DELTA War of the Roses Tank","campaign_past_campaign, past_campaign_temp","Alpha Gamma Delta","Alpha Gamma Delta","Alpha Gamma Delta","100","Highest score match"
"281541421","GAMMA PHI War of the Roses Tank","campaign_past_campaign, past_campaign_temp","Gamma Phi","Gamma Phi Beta","Gamma Phi Beta","80","Highest score match"
"281543445","ALPHA OMICRON PI War of the Roses Tank","campaign_past_campaign, past_campaign_temp","Alpha Omicron Pi","Alpha Omicron Pi","Alpha Omicron Pi","100","Highest score match"
"284412913","Give Cancer The Boot Bro Tank (sand color)","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"284458485","Do Good Flowy V-Neck","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"285256005","APHI Derby Days Tank","campaign_past_campaign, past_campaign_temp","APHI","Alpha Phi","Alpha Phi","80","Highest score match"
"285257649","AXO Derby Days Tank","campaign_past_campaign, past_campaign_temp","AXO","Alpha Chi Omega","Alpha Chi Omega","80","Highest score match"
"285258449","DG Derby Days Tank","campaign_past_campaign, past_campaign_temp","DG","Delta Gamma","Delta Gamma","80","Highest score match"
"285260121","Pi Phi Derby Days Tank","campaign_past_campaign, past_campaign_temp","Pi Phi","Pi Beta Phi","Pi Beta Phi","80","Highest score match"
"285261453","Sigma Kappa Derby Days Tank","campaign_past_campaign, past_campaign_temp","Sigma Kappa","Sigma Kappa","Sigma Kappa","100","Highest score match"
"285263609","Theta Derby Days Tank","campaign_past_campaign, past_campaign_temp","THETA","Kappa Alpha Theta","Kappa Alpha Theta","80","Highest score match"
"285413969","KKG Derby Days Tank","campaign_past_campaign, past_campaign_temp","KKG","Kappa Kappa Gamma","Kappa Kappa Gamma","80","Highest score match"
"285424733","ASU Greek Week Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"295463861","OSU Shasta 2014 Bro Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"296067397","ZBTahiti Bro Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"296083161","Official 2014 Shasta Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"296776093","Custom Fresh Prince Snapback!","campaign_past_campaign, General, past_campaign_temp","","","Various","0","No matching keywords found"
"298688957","Custom Hawaiian Snapback!","campaign_past_campaign, General, past_campaign_temp","","","Various","0","No matching keywords found"
"298758197","Rowing Championship Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"299680905","2014 Senior Bar Crawl Racerback","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"299816477","Alpha Breezy Crop Tank.","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"300646237","Kaotic and Patriotic Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"300660561","2014 Greek Week 'DGAF' Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"301809989","CSU Hawaiian Camp Hat","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"302714133","UCSB Annual Fund Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"302717473","Diva Definition Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"303811881","""Shasta Lake"" Bro Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"303813997","USAnchor Bro Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"306116421","Shasta Bro Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"306119305","2014 Shasta ""Booze Cruise"" Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"306663753","Rip'Em Eaters Baseball Tee","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"306678929","Kappa Bro Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"306690381","UW Greek Olympics Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"306836221","Kite + Key Zip Up Hoodie","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"306841593","Kite + Key Crew Sweatshirt","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"312865801","Delt Jäger Bro Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"312866553","Delt Jäger Ladies Boxy Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"320194365","Rho Gamma WSU Fanny Pack","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"320197989","Rho Gamma WSU Snapback","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"320199653","Rho Gamma WSU Pocket Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"320202113","Rho Gamma WSU Zip-Up Hoodie","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"320207577","Rho Gamma WSU Floral Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"323345625","Sapphire Ball Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"326445537","IV Strong Tee","campaign_past_campaign, General, past_campaign_temp","","","Various","0","No matching keywords found"
"326446869","IV Strong Tank","campaign_past_campaign, General, past_campaign_temp","","","Various","0","No matching keywords found"
"329640765","'Merica Spirit Jersey","campaign_past_campaign, General, past_campaign_temp","","","Various","0","No matching keywords found"
"331023729","USA - It's Your Birthday! (Tank)","America, General, RTS","","","Various","0","No matching keywords found"
"331024189","USA - It's Your Birthday! (Crop)","America, General, RTS","","","Various","0","No matching keywords found"
"349223933","Plant a Tree","","","","Various","0","No matching keywords found"
"349773393","2014 Work Week Racerback Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"349773993","2014 Bid Day Flowy Racerback - Coral","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"349774653","2014 Bid Day Snapback","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"349775913","2014 Bid Day Wayfarers - Yellow","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"350760093","RVCA Shirts","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"350766745","CaboBandz","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"350768841","AA neon mock pock tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"352004537","""Love Shouldn't Hurt"" V-Neck","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"353169265","Team No Sleep","campaign_past_campaign, General, past_campaign_temp","","","Various","0","No matching keywords found"
"354203729","Work Out Recruitment Tank","campaign_past_campaign, General, past_campaign_temp","","","Various","0","No matching keywords found"
"354727857","""On My Level"" Tie Dye Muscle Tee","campaign_past_campaign, past_campaign_temp, Washingont University","","","Various","0","No matching keywords found"
"356282841","Ultra Club Zippered Tote","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"356756977","USA Pullover Sweatshirt","campaign_past_campaign, General, past_campaign_temp","","","Various","0","No matching keywords found"
"357043333","Bella Crop Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"357045113","Bella Muscle Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"357047345","Pima Crop Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"358164961","Seniors '15 Crop Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"358381957","Product Test Fundraising","","","","Various","0","No matching keywords found"
"358385325","Shipping","","","","Various","0","No matching keywords found"
"358386949","Product Test Goal","","","","Various","0","No matching keywords found"
"358657901","EMAIL TEST1 - Campaign Closed Success","","","","Various","0","No matching keywords found"
"358679145","EMAIL TEST2 - Campaign Closed Fail","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"358683825","EMAIL TEST3 - Campaign No Goal","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"358692497","EMAIL TEST4 - Split Shipping","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"360413713","No Direct Ship Test","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"360509681","Custom American Apparel Racerback in White","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"362940381","Dad's Weekend Tee","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"362941269","Dad's Weekend Long Sleeve","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"363102669","ADPI x PIKE Fire Fighter Challenge","campaign_past_campaign, past_campaign_temp","ADPI, PIKE","Alpha Delta Pi, Pi Kappa Alpha","Various","80","Score tie between multiple licensors: Alpha Delta Pi, Pi Kappa Alpha"
"363104101","APHI x PIKE Fire Fighter Challenge","campaign_past_campaign, past_campaign_temp","APHI, PIKE","Alpha Phi, Pi Kappa Alpha","Various","80","Score tie between multiple licensors: Alpha Phi, Pi Kappa Alpha"
"363104301","AXO x PIKE Fire Fighter Challenge","campaign_past_campaign, past_campaign_temp","PIKE, AXO","Pi Kappa Alpha, Alpha Chi Omega","Pi Kappa Alpha","80","Longest keyword wins tie-breaker"
"363104569","DG x PIKE Fire Fighter Challenge","campaign_past_campaign, past_campaign_temp","PIKE, DG","Pi Kappa Alpha, Delta Gamma","Pi Kappa Alpha","80","Longest keyword wins tie-breaker"
"363104833","GPHI x PIKE Fire Fighter Challenge","campaign_past_campaign, past_campaign_temp","GPHI, PIKE","Gamma Phi Beta, Pi Kappa Alpha","Various","80","Score tie between multiple licensors: Gamma Phi Beta, Pi Kappa Alpha"
"363104981","KKG x PIKE Fire Fighter Challenge","campaign_past_campaign, past_campaign_temp","PIKE, KKG","Pi Kappa Alpha, Kappa Kappa Gamma","Pi Kappa Alpha","80","Longest keyword wins tie-breaker"
"364499521","Phi X Sig Ep Tank","campaign_past_campaign, past_campaign_temp","SIG EP","Sigma Phi Epsilon","Sigma Phi Epsilon","80","Highest score match"
"364852533","Krew Black Hawaiian Snapback","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"365222113","Dad's Day Polos","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"365233433","""You won't...I might"" Muscle Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"365233681","Kappa Heart Racerback","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"365233905","Keep it Kappa Power Washed Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"366570161","Script Heart Boxy Tank - Little","big little, blackfriday2016, Clearance Bin, Clearance Tank, Crop, General, RTS, saleFEB2017, Tank, Trunk Show","","","Various","0","No matching keywords found"
"366572333","Script Heart Boxy Tank - Big","big little, blackfriday2016, Clearance Bin, Clearance Permanent, Clearance Tank, Crop, General, RTS, saleFEB2017, Tank, Trunk Show","","","Various","0","No matching keywords found"
"366730285","2014 Anchor Splash Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"366818937","Gift Card","General, Holiday","","","Various","0","No matching keywords found"
"367259713","SigKap SLO Bid Day StrapBack","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"367286545","Disneyland Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"367492385","D PHI E - Syracuse Derby Days","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"367907565","Biggie Smalls Tee - SMALLS","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"367907693","Biggie Smalls Tee - BIGGIE","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"367907965","Biggie Smalls Tee - NOTORIOUS","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"368053777","TEST OM NAME","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"368228017","Phi Ball Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"368691613","Biggie Power Wash Tee","big little, General, RTS, Tee, Trunk Show","","","Various","0","No matching keywords found"
"368692249","Smalls Power Wash Tee","big little, General, RTS, Tee, Trunk Show","","","Various","0","No matching keywords found"
"368848333","Hooters with Hooties Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"369182385","AGD x Sigma Chi Derby Days Tee","campaign_past_campaign, past_campaign_temp","Sigma Chi, AGD","Sigma Chi, Alpha Gamma Delta","Sigma Chi","100","Highest score match"
"369182529","APHI x Sigma Chi Derby Days Tee","campaign_past_campaign, past_campaign_temp","Sigma Chi, APHI","Sigma Chi, Alpha Phi","Sigma Chi","100","Highest score match"
"369183141","Tridelt x Sigma Chi Derby Days Tee","campaign_past_campaign, past_campaign_temp","Sigma Chi, TriDelt","Sigma Chi, Delta Delta Delta","Sigma Chi","100","Highest score match"
"369183361","DG x Sigma Chi Derby Days Tee","campaign_past_campaign, past_campaign_temp","Sigma Chi, DG","Sigma Chi, Delta Gamma","Sigma Chi","100","Highest score match"
"369183601","DZ x Sigma Chi Derby Days Tee","campaign_past_campaign, past_campaign_temp","Sigma Chi, DZ","Sigma Chi, Delta Zeta","Sigma Chi","100","Highest score match"
"369183949","GPHI x Sigma Chi Derby Days Tee","campaign_past_campaign, past_campaign_temp","Sigma Chi, GPHI","Sigma Chi, Gamma Phi Beta","Sigma Chi","100","Highest score match"
"369184477","KAO x Sigma Chi Derby Days Tee","campaign_past_campaign, past_campaign_temp","Sigma Chi, KAO","Sigma Chi, Kappa Alpha Theta","Sigma Chi","100","Highest score match"
"369184765","KD x Sigma Chi Derby Days Tee","campaign_past_campaign, past_campaign_temp","Sigma Chi, KD","Sigma Chi, Kappa Delta","Sigma Chi","100","Highest score match"
"369185121","KKG x Sigma Chi Derby Days Tee","campaign_past_campaign, past_campaign_temp","Sigma Chi, KKG","Sigma Chi, Kappa Kappa Gamma","Sigma Chi","100","Highest score match"
"369185345","Pi Phi x Sigma Chi Derby Days Tee","campaign_past_campaign, past_campaign_temp","Sigma Chi, Pi Phi","Sigma Chi, Pi Beta Phi","Sigma Chi","100","Highest score match"
"369187257","EX Derby Days Mens Shirt","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"369713276","Sailor Gang Hooded Pullover","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"370821784","ASU Anchor Splash Tanks","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"370822008","ASU Anchor Splash Tanks - ADPhi","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"370833008","ASU Anchor Splash Tanks - DKE","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"370833664","ASU Anchor Splash Tanks - DSP","campaign_past_campaign, past_campaign_temp","DSP","Delta Sigma Phi, Delta Sigma Pi","Various","80","Score tie between multiple licensors: Delta Sigma Phi, Delta Sigma Pi"
"370836772","ASU Anchor Splash Tanks - Fiji","campaign_past_campaign, past_campaign_temp","FIJI","Phi Gamma Delta","Phi Gamma Delta","80","Highest score match"
"370838132","ASU Anchor Splash Tanks - TKE","campaign_past_campaign, past_campaign_temp, TKE","TKE","Tau Kappa Epsilon","Tau Kappa Epsilon","80","Highest score match"
"370851564","DPE Homecoming Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"370871316","MADD Tanks","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"372695688","Tailgate Cropped 3/4 Sleeve Tee","All, campaign_past_campaign, General, past_campaign_temp","","","Various","0","No matching keywords found"
"373421560","Phi Ball Tank II","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"373914168","Family Weekend - Mom Tee","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"373915200","Family Weekend - Dads Tee","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"373915956","Family Weekend - Cap (Mom)","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"373915988","Family Weekend - Cap (Dad)","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"374125080","Harry Potter V-Neck","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"374141080","""Maphia"" Fall Frenzy Oversized T Shirt","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"374714468","Hot Damn Fanny Pack","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"375552508","Karaoke Tanks","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"376200724","'Merica Spirit Jersey","All, America, campaign_past_campaign, General, past_campaign_temp","","","Various","0","No matching keywords found"
"376204044","TSL Spirit Jersey","All, General","","","Various","0","No matching keywords found"
"376215008","Alpha Xi Leggings","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"376215616","Sigma Jam Tank","AC, campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"376673620","KATwalk ""Mr. Casanova"" Bro Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"376678052","Young Wild & Greek","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"376687504","KATwalk Flowy Racerback","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"377293768","Karaoke Tanks","","","","Various","0","No matching keywords found"
"377881224","Letters Down Tank","campaign_past_campaign, General, past_campaign_temp","","","Various","0","No matching keywords found"
"378019340","Illinois Cheer Spirit Jersey","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"378023584","Jaegermeister Tanks","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"378023908","Jaegermeister Bro Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"378137500","Alpha Phifa Long Sleeve","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"378138996","Secret Fam Tanks","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"378769104","Illinois Cheerleading Dad Crewneck","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"378769976","Illinois Cheerleading Mom Crewneck","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"378770932","Illinois Cheerleading Crewneck","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"378848288","USG - ASU Dog Days","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"379185488","Kappa Chanel Tee","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"379185960","Kappa Key Sweatpants","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"379312824","Grab-A-Date Ladies","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"379312956","Grab-A-Date Men","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"379317076","Domestic Violence Awareness Tanks","","","","Various","0","No matching keywords found"
"379323948","ASU Dog Days (Non-affiliated)","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"379548424","Robot Fam Tanks","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"380461200","Grateful Dead","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"382222232","Chaptown Tank","","","","Various","0","No matching keywords found"
"382657324","Private Conf Test","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"382659672","Test Retail Backpack","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"382659688","Test Campaign Item","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"382904444","A Phi x Lambda Chi Tank","campaign_past_campaign, past_campaign_temp","Lambda Chi","Lambda Chi Alpha","Lambda Chi Alpha","80","Highest score match"
"382904940","A Phi x Lambda Chi Tee","campaign_past_campaign, past_campaign_temp","Lambda Chi","Lambda Chi Alpha","Lambda Chi Alpha","80","Highest score match"
"383594732","Fight Off Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"384429508","OSU ""Kappa Kristmas"" Long Sleeve","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"386725708","TSL Holiday Beanie","campaign_past_campaign, forblackfriday, General, past_campaign_temp","","","Various","0","No matching keywords found"
"387299972","TSL Holiday Beanie","General, MOTIVATOR_HIDDEN_PRODUCT","","","Various","0","No matching keywords found"
"387319024","FREE SHIPPING","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"397756568","Campaign Relaunch Product Hidden","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"399525460","Whistler College Weekend Sweatshirt","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"401356068","L∆TEΓ'S BABY Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"401356540","Spring Bid Day Collection Long Sleeves","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"402412436","A Phi Flannels","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"402452760","Alpha Gam Boyfriend Flannel","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"410814680","Werk It Sports Bra","campaign_past_campaign, General, past_campaign_temp","","","Various","0","No matching keywords found"
"411810292","Alpha Maroon Crop","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"411837760","Alpha Maroon Crop","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"412408484","Holibaes Invite Tee","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"412418164","DDS Quarter Zip Sweatshirt","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"414960256","Cancun Spring Break Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
"414964064","Cabo Spring Break Tank","campaign_past_campaign, past_campaign_temp","","","Various","0","No matching keywords found"
